State_Name,Crop_Year,Crop,Area,Production,Rain_fall
Bihar,2010,Rapeseed &Mustard,2667.0,3462.0,0
Bihar,2010,Sunflower,1001.0,1435.0,0
Bihar,2010,Wheat,33893.0,58335.0,0
Bihar,2010,Maize,6782.0,21639.0,0
Bihar,2010,Moong(Green Gram),1637.0,1640.0,0
Bihar,2010,Rice,73.0,138.0,0
Bihar,2010,Sugarcane,221.0,18613.0,0
Bihar,2010,Rice,15034.0,5670.0,0
Bihar,2011,Maize,16317.0,26335.0,0
Bihar,2011,Rice,9386.0,9263.0,0
Bihar,2011,Arhar/Tur,166.0,326.0,0
Bihar,2011,Horse-gram,476.0,453.0,0
Bihar,2011,Jowar,17.0,18.0,0
Bihar,2011,Jute,1.0,12.0,0
Bihar,2011,Moong(Green Gram),193.0,116.0,0
Bihar,2011,Other Kharif pulses,22.0,20.0,0
Bihar,2011,Ragi,44.0,53.0,0
Bihar,2011,Sesamum,1.0,1.0,0
Bihar,2011,Small millets,891.0,665.0,0
Bihar,2011,Urad,2435.0,2087.0,0
Bihar,2011,Barley,49.0,34.0,0
Bihar,2011,Gram,268.0,283.0,0
Bihar,2011,Khesari,432.0,394.0,0
Bihar,2011,Linseed,39.0,34.0,0
Bihar,2011,Maize,33708.0,215765.0,0
Bihar,2011,Masoor,528.0,513.0,0
Bihar,2011,Other  Rabi pulses,29.0,32.0,0
Bihar,2011,Peas & beans (Pulses),1410.0,1454.0,0
Bihar,2011,Rapeseed &Mustard,2829.0,3593.0,0
Bihar,2011,Sunflower,936.0,1361.0,0
Bihar,2011,Wheat,30115.0,114671.0,0
Bihar,2011,Maize,7213.0,24576.0,0
Bihar,2011,Moong(Green Gram),1637.0,1809.0,0
Bihar,2011,Rice,91.0,137.0,0
Bihar,2011,Tobacco,1.0,2.0,0
Bihar,2011,Rice,10968.0,20628.0,0
Bihar,2012,Maize,17666.0,36185.0,0
Bihar,2012,Rice,7524.0,9400.0,0
Bihar,2012,Arhar/Tur,166.0,474.0,0
Bihar,2012,Horse-gram,540.0,523.0,0
Bihar,2012,Mesta,3.0,7.0,0
Bihar,2012,Moong(Green Gram),239.0,149.0,0
Bihar,2012,Other Kharif pulses,35.0,27.0,0
Bihar,2012,Ragi,9.0,11.0,0
Bihar,2012,Sannhamp,46.0,37.0,0
Bihar,2012,Small millets,796.0,601.0,0
Bihar,2012,Urad,2249.0,1922.0,0
Bihar,2012,Barley,49.0,72.0,0
Bihar,2012,Gram,268.0,171.0,0
Bihar,2012,Khesari,432.0,609.0,0
Bihar,2012,Linseed,39.0,34.0,0
Bihar,2012,Maize,33708.0,115281.0,0
Bihar,2012,Masoor,528.0,618.0,0
Bihar,2012,Other  Rabi pulses,29.0,32.0,0
Bihar,2012,Peas & beans (Pulses),1410.0,1468.0,0
Bihar,2012,Rapeseed &Mustard,2829.0,4580.0,0
Bihar,2012,Sunflower,912.0,1324.0,0
Bihar,2012,Wheat,29900.0,90153.0,0
Bihar,2012,Maize,7213.0,34835.0,0
Bihar,2012,Moong(Green Gram),1637.0,1021.0,0
Bihar,2012,Rice,91.0,209.0,0
Bihar,2012,Sugarcane,73.0,7289.0,0
Bihar,2012,Tobacco,1.0,2.0,0
Bihar,2012,Rice,12914.0,28515.0,0
Bihar,2013,Maize,17906.0,8020.0,0
Bihar,2013,Rice,10098.0,6789.0,0
Bihar,2013,Arhar/Tur,191.0,370.0,0
Bihar,2013,Horse-gram,629.0,599.0,0
Bihar,2013,Jowar,17.0,18.0,0
Bihar,2013,Jute,2.0,29.0,0
Bihar,2013,Mesta,3.0,46.0,0
Bihar,2013,Moong(Green Gram),262.0,178.0,0
Bihar,2013,Other Kharif pulses,51.0,43.0,0
Bihar,2013,Ragi,32.0,32.0,0
Bihar,2013,Sannhamp,104.0,84.0,0
Bihar,2013,Sesamum,15.0,13.0,0
Bihar,2013,Small millets,864.0,648.0,0
Bihar,2013,Urad,2602.0,2375.0,0
Bihar,2013,Barley,121.0,169.0,0
Bihar,2013,Gram,232.0,347.0,0
Bihar,2013,Khesari,381.0,569.0,0
Bihar,2013,Linseed,29.0,25.0,0
Bihar,2013,Maize,34158.0,151491.0,0
Bihar,2013,Masoor,589.0,893.0,0
Bihar,2013,Other  Rabi pulses,65.0,66.0,0
Bihar,2013,Peas & beans (Pulses),1433.0,1519.0,0
Bihar,2013,Rapeseed &Mustard,2748.0,5271.0,0
Bihar,2013,Sunflower,953.0,1386.0,0
Bihar,2013,Wheat,30366.0,98125.0,0
Bihar,2013,Maize,8092.0,25518.0,0
Bihar,2013,Moong(Green Gram),1539.0,1781.0,0
Bihar,2013,Rice,206.0,477.0,0
Bihar,2013,Sugarcane,74.0,5498.0,0
Bihar,2013,Tobacco,1.0,2.0,0
Bihar,2013,Rice,11452.0,15872.0,0
Bihar,2014,Maize,17899.0,62173.0,0
Bihar,2014,Rice,10094.0,9540.0,0
Bihar,2014,Arhar/Tur,190.0,359.0,0
Bihar,2014,Horse-gram,630.0,603.0,0
Bihar,2014,Jowar,17.0,18.0,0
Bihar,2014,Jute,2.0,30.0,0
Bihar,2014,Mesta,3.0,40.0,0
Bihar,2014,Moong(Green Gram),262.0,190.0,0
Bihar,2014,Other Kharif pulses,52.0,44.0,0
Bihar,2014,Ragi,27.0,40.0,0
Bihar,2014,Sannhamp,103.0,83.0,0
Bihar,2014,Sesamum,13.0,11.0,0
Bihar,2014,Small millets,863.0,649.0,0
Bihar,2014,Urad,2590.0,2368.0,0
Bihar,2014,Barley,120.0,133.0,0
Bihar,2014,Gram,232.0,207.0,0
Bihar,2014,Khesari,382.0,256.0,0
Bihar,2014,Linseed,29.0,25.0,0
Bihar,2014,Maize,34162.0,119465.0,0
Bihar,2014,Masoor,592.0,536.0,0
Bihar,2014,Other  Rabi pulses,66.0,66.0,0
Bihar,2014,Peas & beans (Pulses),1432.0,1446.0,0
Bihar,2014,Rapeseed &Mustard,2749.0,3722.0,0
Bihar,2014,Sunflower,956.0,1390.0,0
Bihar,2014,Wheat,30369.0,33954.0,0
Bihar,2014,Maize,8096.0,33196.0,0
Bihar,2014,Moong(Green Gram),1417.0,820.0,0
Bihar,2014,Rice,208.0,427.0,0
Bihar,2014,Sugarcane,74.0,4110.0,0
Bihar,2014,Tobacco,1.0,2.0,0
Bihar,2014,Rice,13476.0,29511.0,0
Bihar,1997,Rice,12838.0,10254.0,0
Bihar,1997,Arhar/Tur,71.0,84.0,0
Bihar,1997,Dry ginger,193.0,273.0,0
Bihar,1997,Jute,28356.0,176122.0,0
Bihar,1997,Maize,252.0,449.0,0
Bihar,1997,Mesta,1707.0,10100.0,0
Bihar,1997,Other Kharif pulses,242.0,124.0,0
Bihar,1997,Sesamum,510.0,235.0,0
Bihar,1997,Small millets,14.0,8.0,0
Bihar,1997,Barley,40.0,41.0,0
Bihar,1997,Gram,146.0,77.0,0
Bihar,1997,Linseed,1875.0,1052.0,0
Bihar,1997,Maize,195.0,576.0,0
Bihar,1997,Other  Rabi pulses,47.0,34.0,0
Bihar,1997,Rapeseed &Mustard,2494.0,1200.0,0
Bihar,1997,Safflower,21.0,14.0,0
Bihar,1997,Sunflower,29.0,15.0,0
Bihar,1997,Tobacco,813.0,584.0,0
Bihar,1997,Wheat,19589.0,34718.0,0
Bihar,1997,Maize,318.0,847.0,0
Bihar,1997,Rice,9144.0,20521.0,0
Bihar,1997,Banana,165.0,3906.0,0
Bihar,1997,Coriander,21.0,10.0,0
Bihar,1997,Dry chillies,25.0,24.0,0
Bihar,1997,Garlic,120.0,160.0,0
Bihar,1997,Onion,434.0,2474.0,0
Bihar,1997,Potato,2503.0,15945.0,0
Bihar,1997,Ragi,429.0,370.0,0
Bihar,1997,Sugarcane,2.0,92.0,0
Bihar,1997,Sweet potato,119.0,1176.0,0
Bihar,1997,Turmeric,119.0,229.0,0
Bihar,1997,Rice,75467.0,86418.0,0
Bihar,1998,Arhar/Tur,68.0,102.0,0
Bihar,1998,Blackgram,473.0,356.0,0
Bihar,1998,Jute,24800.0,85560.0,0
Bihar,1998,Maize,286.0,246.0,0
Bihar,1998,Mesta,1071.0,4760.0,0
Bihar,1998,Niger seed,253.0,154.0,0
Bihar,1998,Other Kharif pulses,2323.0,1383.0,0
Bihar,1998,Ragi,823.0,506.0,0
Bihar,1998,Sesamum,1085.0,566.0,0
Bihar,1998,Small millets,35.0,21.0,0
Bihar,1998,Sunflower,26.0,14.0,0
Bihar,1998,Barley,84.0,97.0,0
Bihar,1998,Gram,267.0,244.0,0
Bihar,1998,Linseed,2692.0,1696.0,0
Bihar,1998,Maize,164.0,406.0,0
Bihar,1998,Other  Rabi pulses,4421.0,2339.0,0
Bihar,1998,Rapeseed &Mustard,2425.0,1433.0,0
Bihar,1998,Wheat,19240.0,35172.0,0
Bihar,1998,Maize,342.0,988.0,0
Bihar,1998,Rice,9147.0,18918.0,0
Bihar,1998,Banana,159.0,2649.0,0
Bihar,1998,Coriander,30.0,18.0,0
Bihar,1998,Dry chillies,55.0,52.0,0
Bihar,1998,Dry ginger,359.0,502.0,0
Bihar,1998,Garlic,118.0,171.0,0
Bihar,1998,Onion,513.0,4586.0,0
Bihar,1998,Potato,2880.0,21794.0,0
Bihar,1998,Sannhamp,103.0,49.0,0
Bihar,1998,Sugarcane,19.0,776.0,0
Bihar,1998,Sweet potato,115.0,1243.0,0
Bihar,1998,Tobacco,257.0,196.0,0
Bihar,1998,Turmeric,147.0,279.0,0
Bihar,1998,Rice,75297.0,65786.0,0
Bihar,1999,Arhar/Tur,66.0,78.0,0
Bihar,1999,Dry ginger,242.0,253.0,0
Bihar,1999,Horse-gram,1553.0,1146.0,0
Bihar,1999,Jowar,4133.0,5005.0,0
Bihar,1999,Jute,30381.0,219756.0,0
Bihar,1999,Maize,245.0,325.0,0
Bihar,1999,Mesta,1409.0,6826.0,0
Bihar,1999,Moong(Green Gram),372.0,187.0,0
Bihar,1999,Ragi,734.0,506.0,0
Bihar,1999,Rice,8165.0,7408.0,0
Bihar,1999,Sesamum,735.0,339.0,0
Bihar,1999,Sunflower,146.0,135.0,0
Bihar,1999,Urad,722.0,529.0,0
Bihar,1999,Gram,1385.0,1036.0,0
Bihar,1999,Khesari,380.0,329.0,0
Bihar,1999,Linseed,1169.0,722.0,0
Bihar,1999,Maize,3677.0,11737.0,0
Bihar,1999,Masoor,1051.0,536.0,0
Bihar,1999,Moong(Green Gram),3014.0,1661.0,0
Bihar,1999,Other  Rabi pulses,19.0,15.0,0
Bihar,1999,Peas & beans (Pulses),51.0,36.0,0
Bihar,1999,Rapeseed &Mustard,1107.0,984.0,0
Bihar,1999,Safflower,3.0,2.0,0
Bihar,1999,Wheat,15159.0,30606.0,0
Bihar,1999,Maize,333.0,643.0,0
Bihar,1999,Rice,10291.0,17542.0,0
Bihar,1999,Banana,74.0,525.0,0
Bihar,1999,Coriander,15.0,8.0,0
Bihar,1999,Dry chillies,53.0,22.0,0
Bihar,1999,Garlic,243.0,345.0,0
Bihar,1999,Onion,292.0,2140.0,0
Bihar,1999,Potato,1766.0,14197.0,0
Bihar,1999,Sugarcane,23.0,582.0,0
Bihar,1999,Sweet potato,79.0,1077.0,0
Bihar,1999,Tobacco,12.0,12.0,0
Bihar,1999,Turmeric,72.0,138.0,0
Bihar,2000,Rice,82062.0,94270.0,0
Bihar,2000,Arhar/Tur,51.0,53.0,0
Bihar,2000,Dry ginger,436.0,600.0,0
Bihar,2000,Horse-gram,2058.0,1519.0,0
Bihar,2000,Jute,34321.0,291156.0,0
Bihar,2000,Maize,163.0,312.0,0
Bihar,2000,Mesta,1204.0,8603.0,0
Bihar,2000,Moong(Green Gram),213.0,99.0,0
Bihar,2000,Other Kharif pulses,80.0,45.0,0
Bihar,2000,Ragi,902.0,2342.0,0
Bihar,2000,Rice,19197.0,20153.0,0
Bihar,2000,Sesamum,990.0,456.0,0
Bihar,2000,Urad,1241.0,800.0,0
Bihar,2000,Barley,18.0,21.0,0
Bihar,2000,Gram,537.0,487.0,0
Bihar,2000,Khesari,570.0,314.0,0
Bihar,2000,Linseed,2943.0,1875.0,0
Bihar,2000,Maize,217.0,640.0,0
Bihar,2000,Masoor,1169.0,545.0,0
Bihar,2000,Moong(Green Gram),3950.0,1943.0,0
Bihar,2000,Rapeseed &Mustard,1768.0,640.0,0
Bihar,2000,Wheat,25552.0,40741.0,0
Bihar,2000,Maize,202.0,512.0,0
Bihar,2000,Rice,11716.0,16161.0,0
Bihar,2000,Banana,561.0,17935.0,0
Bihar,2000,Coriander,16.0,8.0,0
Bihar,2000,Dry chillies,18.0,13.0,0
Bihar,2000,Garlic,295.0,364.0,0
Bihar,2000,Onion,555.0,4340.0,0
Bihar,2000,Potato,2981.0,22770.0,0
Bihar,2000,Sugarcane,3.0,87.0,0
Bihar,2000,Sweet potato,49.0,904.0,0
Bihar,2000,Tobacco,189.0,220.0,0
Bihar,2000,Turmeric,109.0,106.0,0
Bihar,2001,Maize,202.0,346.0,0
Bihar,2001,Rice,76335.0,71635.0,0
Bihar,2001,Arhar/Tur,283.0,339.0,0
Bihar,2001,Dry ginger,81.0,113.0,0
Bihar,2001,Groundnut,24.0,13.0,0
Bihar,2001,Horse-gram,1610.0,1393.0,0
Bihar,2001,Jute,30897.0,210100.0,0
Bihar,2001,Mesta,1566.0,9587.0,0
Bihar,2001,Moong(Green Gram),295.0,121.0,0
Bihar,2001,Other Kharif pulses,140.0,81.0,0
Bihar,2001,Ragi,838.0,626.0,0
Bihar,2001,Rice,11836.0,21144.0,0
Bihar,2001,Sesamum,599.0,361.0,0
Bihar,2001,Small millets,2.0,2.0,0
Bihar,2001,Sunflower,275.0,409.0,0
Bihar,2001,Urad,698.0,556.0,0
Bihar,2001,Gram,3337.0,2066.0,0
Bihar,2001,Khesari,358.0,170.0,0
Bihar,2001,Linseed,1892.0,1052.0,0
Bihar,2001,Maize,510.0,1348.0,0
Bihar,2001,Masoor,680.0,562.0,0
Bihar,2001,Other  Rabi pulses,286.0,200.0,0
Bihar,2001,Peas & beans (Pulses),23.0,23.0,0
Bihar,2001,Rapeseed &Mustard,2367.0,2194.0,0
Bihar,2001,Wheat,28459.0,44737.0,0
Bihar,2001,Maize,177.0,433.0,0
Bihar,2001,Rice,7712.0,5563.0,0
Bihar,2001,Banana,570.0,16205.0,0
Bihar,2001,Coriander,43.0,24.0,0
Bihar,2001,Dry chillies,12.0,11.0,0
Bihar,2001,Garlic,108.0,159.0,0
Bihar,2001,Onion,816.0,6463.0,0
Bihar,2001,Potato,4071.0,30370.0,0
Bihar,2001,Sugarcane,38.0,1760.0,0
Bihar,2001,Sweet potato,91.0,1020.0,0
Bihar,2001,Turmeric,28.0,53.0,0
Bihar,2002,Maize,885.0,1753.0,0
Bihar,2002,Rice,5944.0,4360.0,0
Bihar,2002,Arhar/Tur,235.0,313.0,0
Bihar,2002,Castor seed,21.0,21.0,0
Bihar,2002,Horse-gram,961.0,765.0,0
Bihar,2002,Jute,31873.0,213903.0,0
Bihar,2002,Mesta,1601.0,9161.0,0
Bihar,2002,Moong(Green Gram),44.0,26.0,0
Bihar,2002,Ragi,779.0,661.0,0
Bihar,2002,Sesamum,657.0,514.0,0
Bihar,2002,Small millets,203.0,150.0,0
Bihar,2002,Urad,473.0,356.0,0
Bihar,2002,Barley,39.0,45.0,0
Bihar,2002,Gram,370.0,210.0,0
Bihar,2002,Khesari,758.0,350.0,0
Bihar,2002,Linseed,1568.0,1192.0,0
Bihar,2002,Maize,512.0,1195.0,0
Bihar,2002,Masoor,694.0,354.0,0
Bihar,2002,Peas & beans (Pulses),13.0,12.0,0
Bihar,2002,Rapeseed &Mustard,2242.0,883.0,0
Bihar,2002,Wheat,29190.0,47913.0,0
Bihar,2002,Maize,198.0,418.0,0
Bihar,2002,Moong(Green Gram),5750.0,3973.0,0
Bihar,2002,Rice,11262.0,17451.0,0
Bihar,2002,Banana,464.0,8904.0,0
Bihar,2002,Coriander,12.0,7.0,0
Bihar,2002,Dry chillies,52.0,36.0,0
Bihar,2002,Dry ginger,183.0,272.0,0
Bihar,2002,Garlic,62.0,92.0,0
Bihar,2002,Onion,699.0,5431.0,0
Bihar,2002,Potato,3087.0,25922.0,0
Bihar,2002,Sweet potato,3.0,37.0,0
Bihar,2002,Tobacco,344.0,387.0,0
Bihar,2002,Turmeric,48.0,47.0,0
Bihar,2002,Rice,70170.0,71989.0,0
Bihar,2003,Rice,5554.0,4586.0,0
Bihar,2003,Arhar/Tur,214.0,260.0,0
Bihar,2003,Castor seed,17.0,17.0,0
Bihar,2003,Dry ginger,184.0,283.0,0
Bihar,2003,Horse-gram,1458.0,1076.0,0
Bihar,2003,Jute,34330.0,238021.0,0
Bihar,2003,Maize,173.0,434.0,0
Bihar,2003,Mesta,2362.0,14526.0,0
Bihar,2003,Moong(Green Gram),11.0,7.0,0
Bihar,2003,Other Kharif pulses,4.0,0.0,0
Bihar,2003,Ragi,588.0,139.0,0
Bihar,2003,Sesamum,596.0,454.0,0
Bihar,2003,Small millets,246.0,182.0,0
Bihar,2003,Urad,429.0,320.0,0
Bihar,2003,Barley,39.0,44.0,0
Bihar,2003,Gram,328.0,72.0,0
Bihar,2003,Khesari,733.0,365.0,0
Bihar,2003,Linseed,1478.0,1159.0,0
Bihar,2003,Maize,272.0,441.0,0
Bihar,2003,Masoor,736.0,283.0,0
Bihar,2003,Other  Rabi pulses,20.0,15.0,0
Bihar,2003,Peas & beans (Pulses),16.0,15.0,0
Bihar,2003,Rapeseed &Mustard,1878.0,1910.0,0
Bihar,2003,Wheat,27750.0,22669.0,0
Bihar,2003,Maize,209.0,465.0,0
Bihar,2003,Moong(Green Gram),5452.0,2410.0,0
Bihar,2003,Rice,11110.0,13473.0,0
Bihar,2003,Banana,427.0,3484.0,0
Bihar,2003,Coriander,8.0,6.0,0
Bihar,2003,Dry chillies,54.0,30.0,0
Bihar,2003,Garlic,85.0,128.0,0
Bihar,2003,Onion,688.0,5201.0,0
Bihar,2003,Potato,2896.0,23693.0,0
Bihar,2003,Sweet potato,125.0,1828.0,0
Bihar,2003,Tobacco,343.0,381.0,0
Bihar,2003,Turmeric,55.0,54.0,0
Bihar,2003,Rice,86029.0,128719.0,0
Bihar,2004,Rice,5045.0,4865.0,0
Bihar,2004,Arhar/Tur,202.0,249.0,0
Bihar,2004,Castor seed,16.0,15.0,0
Bihar,2004,Dry ginger,183.0,278.0,0
Bihar,2004,Horse-gram,1003.0,804.0,0
Bihar,2004,Jute,32983.0,257634.0,0
Bihar,2004,Maize,161.0,296.0,0
Bihar,2004,Mesta,2265.0,15352.0,0
Bihar,2004,Moong(Green Gram),10.0,4.0,0
Bihar,2004,Other Kharif pulses,4.0,2.0,0
Bihar,2004,Ragi,548.0,469.0,0
Bihar,2004,Sesamum,585.0,454.0,0
Bihar,2004,Small millets,223.0,165.0,0
Bihar,2004,Urad,409.0,307.0,0
Bihar,2004,Barley,39.0,41.0,0
Bihar,2004,Gram,321.0,268.0,0
Bihar,2004,Khesari,735.0,231.0,0
Bihar,2004,Linseed,1458.0,1076.0,0
Bihar,2004,Maize,271.0,834.0,0
Bihar,2004,Masoor,737.0,360.0,0
Bihar,2004,Other  Rabi pulses,19.0,14.0,0
Bihar,2004,Peas & beans (Pulses),15.0,13.0,0
Bihar,2004,Rapeseed &Mustard,1892.0,1871.0,0
Bihar,2004,Wheat,28121.0,37283.0,0
Bihar,2004,Maize,192.0,533.0,0
Bihar,2004,Moong(Green Gram),5343.0,4087.0,0
Bihar,2004,Rice,10919.0,15127.0,0
Bihar,2004,Banana,415.0,3386.0,0
Bihar,2004,Coriander,14.0,9.0,0
Bihar,2004,Dry chillies,55.0,39.0,0
Bihar,2004,Dry ginger,183.0,277.0,0
Bihar,2004,Garlic,89.0,134.0,0
Bihar,2004,Onion,705.0,6007.0,0
Bihar,2004,Potato,2927.0,21521.0,0
Bihar,2004,Sweet potato,39.0,469.0,0
Bihar,2004,Tobacco,331.0,384.0,0
Bihar,2004,Turmeric,59.0,58.0,0
Bihar,2004,Rice,86634.0,51261.0,0
Bihar,2005,Rice,3915.0,3947.0,0
Bihar,2005,Arhar/Tur,270.0,292.0,0
Bihar,2005,Horse-gram,1008.0,897.0,0
Bihar,2005,Jute,33698.0,229146.0,0
Bihar,2005,Maize,151.0,283.0,0
Bihar,2005,Mesta,2663.0,20683.0,0
Bihar,2005,Moong(Green Gram),17.0,10.0,0
Bihar,2005,Other Kharif pulses,4.0,2.0,0
Bihar,2005,Ragi,519.0,401.0,0
Bihar,2005,Sesamum,441.0,330.0,0
Bihar,2005,Small millets,218.0,162.0,0
Bihar,2005,Urad,410.0,355.0,0
Bihar,2005,Barley,2.0,2.0,0
Bihar,2005,Gram,474.0,446.0,0
Bihar,2005,Khesari,638.0,392.0,0
Bihar,2005,Linseed,2399.0,2054.0,0
Bihar,2005,Maize,922.0,2507.0,0
Bihar,2005,Masoor,1369.0,820.0,0
Bihar,2005,Peas & beans (Pulses),118.0,109.0,0
Bihar,2005,Rapeseed &Mustard,1778.0,1968.0,0
Bihar,2005,Wheat,22607.0,16627.0,0
Bihar,2005,Maize,213.0,427.0,0
Bihar,2005,Moong(Green Gram),5481.0,3168.0,0
Bihar,2005,Rice,11507.0,16005.0,0
Bihar,2005,Banana,422.0,7516.0,0
Bihar,2005,Coriander,47.0,37.0,0
Bihar,2005,Dry chillies,83.0,53.0,0
Bihar,2005,Dry ginger,530.0,799.0,0
Bihar,2005,Garlic,267.0,394.0,0
Bihar,2005,Onion,681.0,5325.0,0
Bihar,2005,Potato,2831.0,23743.0,0
Bihar,2005,Sweet potato,29.0,439.0,0
Bihar,2005,Tobacco,170.0,197.0,0
Bihar,2005,Turmeric,456.0,443.0,0
Bihar,2005,Rice,87123.0,77932.0,0
Bihar,2006,Rice,3127.0,2219.0,0
Bihar,2006,Arhar/Tur,59.0,73.0,0
Bihar,2006,Jute,26248.0,179507.0,0
Bihar,2006,Maize,441.0,952.0,0
Bihar,2006,Mesta,2037.0,13569.0,0
Bihar,2006,Moong(Green Gram),1166.0,574.0,0
Bihar,2006,Ragi,179.0,107.0,0
Bihar,2006,Sesamum,331.0,251.0,0
Bihar,2006,Urad,280.0,213.0,0
Bihar,2006,Barley,2.0,2.0,0
Bihar,2006,Gram,312.0,296.0,0
Bihar,2006,Khesari,1008.0,568.0,0
Bihar,2006,Linseed,1778.0,1510.0,0
Bihar,2006,Maize,4064.0,14135.0,0
Bihar,2006,Masoor,1096.0,689.0,0
Bihar,2006,Peas & beans (Pulses),110.0,102.0,0
Bihar,2006,Rapeseed &Mustard,1849.0,1346.0,0
Bihar,2006,Wheat,21676.0,27904.0,0
Bihar,2006,Maize,244.0,1230.0,0
Bihar,2006,Moong(Green Gram),5425.0,4622.0,0
Bihar,2006,Rice,10881.0,14764.0,0
Bihar,2006,Rice,68760.0,58612.0,0
Bihar,2007,Maize,411.0,834.0,0
Bihar,2007,Rice,3003.0,1986.0,0
Bihar,2007,Arhar/Tur,53.0,56.0,0
Bihar,2007,Dry ginger,455.0,692.0,0
Bihar,2007,Jute,24927.0,168548.0,0
Bihar,2007,Mesta,1930.0,12577.0,0
Bihar,2007,Moong(Green Gram),1051.0,486.0,0
Bihar,2007,Other Kharif pulses,19.0,11.0,0
Bihar,2007,Ragi,174.0,142.0,0
Bihar,2007,Sesamum,243.0,195.0,0
Bihar,2007,Urad,200.0,160.0,0
Bihar,2007,Gram,266.0,256.0,0
Bihar,2007,Khesari,886.0,595.0,0
Bihar,2007,Linseed,2736.0,2027.0,0
Bihar,2007,Maize,784.0,2596.0,0
Bihar,2007,Masoor,1047.0,610.0,0
Bihar,2007,Peas & beans (Pulses),108.0,187.0,0
Bihar,2007,Rapeseed &Mustard,1625.0,1534.0,0
Bihar,2007,Wheat,21466.0,21955.0,0
Bihar,2007,Maize,221.0,895.0,0
Bihar,2007,Moong(Green Gram),6197.0,3024.0,0
Bihar,2007,Rice,11538.0,9955.0,0
Bihar,2007,Banana,507.0,6236.0,0
Bihar,2007,Coriander,32.0,23.0,0
Bihar,2007,Dry chillies,79.0,46.0,0
Bihar,2007,Garlic,256.0,355.0,0
Bihar,2007,Onion,474.0,3697.0,0
Bihar,2007,Potato,3285.0,25145.0,0
Bihar,2007,Sugarcane,76.0,2709.0,0
Bihar,2007,Sweet potato,42.0,559.0,0
Bihar,2007,Tobacco,88.0,148.0,0
Bihar,2007,Turmeric,444.0,422.0,0
Bihar,2007,Rice,66305.0,48788.0,0
Bihar,2008,Maize,402.0,1014.0,0
Bihar,2008,Rice,2877.0,2385.0,0
Bihar,2008,Arhar/Tur,44.0,51.0,0
Bihar,2008,Dry ginger,510.0,845.0,0
Bihar,2008,Groundnut,2.0,1.0,0
Bihar,2008,Jute,24681.0,162620.0,0
Bihar,2008,Mesta,1927.0,12504.0,0
Bihar,2008,Moong(Green Gram),1124.0,489.0,0
Bihar,2008,Other Kharif pulses,60.0,35.0,0
Bihar,2008,Potato,2151.0,17380.0,0
Bihar,2008,Ragi,177.0,144.0,0
Bihar,2008,Sesamum,224.0,173.0,0
Bihar,2008,Small millets,222.0,165.0,0
Bihar,2008,Sweet potato,72.0,977.0,0
Bihar,2008,Urad,298.0,257.0,0
Bihar,2008,Gram,250.0,139.0,0
Bihar,2008,Khesari,799.0,571.0,0
Bihar,2008,Linseed,2668.0,2257.0,0
Bihar,2008,Maize,857.0,3420.0,0
Bihar,2008,Masoor,1135.0,589.0,0
Bihar,2008,Peas & beans (Pulses),112.0,108.0,0
Bihar,2008,Potato,1132.0,3566.0,0
Bihar,2008,Rapeseed &Mustard,1971.0,1963.0,0
Bihar,2008,Safflower,9.0,7.0,0
Bihar,2008,Sweet potato,13.0,191.0,0
Bihar,2008,Wheat,22063.0,26467.0,0
Bihar,2008,Maize,1550.0,5634.0,0
Bihar,2008,Moong(Green Gram),6041.0,2851.0,0
Bihar,2008,Rice,13499.0,21753.0,0
Bihar,2008,Dry chillies,78.0,47.0,0
Bihar,2008,Garlic,263.0,364.0,0
Bihar,2008,Onion,561.0,4185.0,0
Bihar,2008,Sugarcane,71.0,3124.0,0
Bihar,2008,Turmeric,445.0,563.0,0
Bihar,2008,Rice,67638.0,67085.0,0
Bihar,2009,Maize,532.0,1484.0,0
Bihar,2009,Rice,2375.0,1109.0,0
Bihar,2009,Arhar/Tur,44.0,60.0,0
Bihar,2009,Horse-gram,574.0,553.0,0
Bihar,2009,Jute,22609.0,162785.0,0
Bihar,2009,Mesta,1808.0,10798.0,0
Bihar,2009,Moong(Green Gram),834.0,553.0,0
Bihar,2009,Ragi,184.0,109.0,0
Bihar,2009,Urad,250.0,247.0,0
Bihar,2009,Gram,203.0,114.0,0
Bihar,2009,Khesari,506.0,524.0,0
Bihar,2009,Linseed,2422.0,2049.0,0
Bihar,2009,Maize,743.0,824.0,0
Bihar,2009,Masoor,1100.0,745.0,0
Bihar,2009,Peas & beans (Pulses),95.0,95.0,0
Bihar,2009,Rapeseed &Mustard,1557.0,1468.0,0
Bihar,2009,Wheat,20434.0,25262.0,0
Bihar,2009,Maize,1519.0,5658.0,0
Bihar,2009,Moong(Green Gram),5739.0,2353.0,0
Bihar,2009,Rice,12618.0,18956.0,0
Bihar,2009,Sugarcane,69.0,3314.0,0
Bihar,2009,Tobacco,71.0,133.0,0
Bihar,2009,Rice,63223.0,35636.0,0
Bihar,2010,Maize,483.0,1657.0,0
Bihar,2010,Rice,2356.0,1239.0,0
Bihar,2010,Arhar/Tur,45.0,26.0,0
Bihar,2010,Horse-gram,578.0,546.0,0
Bihar,2010,Jute,22782.0,165043.0,0
Bihar,2010,Mesta,1761.0,8815.0,0
Bihar,2010,Moong(Green Gram),788.0,515.0,0
Bihar,2010,Ragi,137.0,129.0,0
Bihar,2010,Sesamum,244.0,192.0,0
