State_Name,Crop_Year,Crop,Area,Production,Rain_fall
Himachal Pradesh,2007,Potato,1304.0,10964.0,0
Himachal Pradesh,2007,Ragi,393.0,303.0,0
Himachal Pradesh,2007,Rice,1469.0,1984.0,0
Himachal Pradesh,2007,Small millets,10.0,6.0,0
Himachal Pradesh,2007,Soyabean,3.0,3.0,0
Himachal Pradesh,2007,Urad,1043.0,251.0,0
Himachal Pradesh,2007,Barley,3868.0,5539.0,0
Himachal Pradesh,2007,Coriander,25.0,8.0,0
Himachal Pradesh,2007,Garlic,783.0,984.0,0
Himachal Pradesh,2007,Gram,102.0,84.0,0
Himachal Pradesh,2007,Onion,68.0,602.0,0
Himachal Pradesh,2007,Rapeseed &Mustard,728.0,386.0,0
Himachal Pradesh,2007,Wheat,25319.0,43042.0,0
Himachal Pradesh,2008,Dry chillies,70.0,18.0,0
Himachal Pradesh,2008,Groundnut,42.0,27.0,0
Himachal Pradesh,2008,Horse-gram,124.0,39.0,0
Himachal Pradesh,2008,Maize,16683.0,44965.0,0
Himachal Pradesh,2008,Moong(Green Gram),6.0,2.0,0
Himachal Pradesh,2008,Other Kharif pulses,11.0,4.0,0
Himachal Pradesh,2008,Peas & beans (Pulses),90.0,110.0,0
Himachal Pradesh,2008,Potato,549.0,11369.0,0
Himachal Pradesh,2008,Ragi,240.0,201.0,0
Himachal Pradesh,2008,Rice,1439.0,1972.0,0
Himachal Pradesh,2008,Small millets,30.0,19.0,0
Himachal Pradesh,2008,Soyabean,4.0,5.0,0
Himachal Pradesh,2008,Turmeric,8.0,3.0,0
Himachal Pradesh,2008,Urad,967.0,214.0,0
Himachal Pradesh,2008,Barley,3343.0,3380.0,0
Himachal Pradesh,2008,Coriander,32.0,7.0,0
Himachal Pradesh,2008,Garlic,296.0,116.0,0
Himachal Pradesh,2008,Gram,72.0,25.0,0
Himachal Pradesh,2008,Masoor,67.0,18.0,0
Himachal Pradesh,2008,Onion,71.0,440.0,0
Himachal Pradesh,2008,Peas & beans (Pulses),452.0,255.0,0
Himachal Pradesh,2008,Potato,464.0,3457.0,0
Himachal Pradesh,2008,Rapeseed &Mustard,739.0,167.0,0
Himachal Pradesh,2008,Wheat,24160.0,31282.0,0
Himachal Pradesh,2010,Groundnut,44.0,27.0,0
Himachal Pradesh,2010,Horse-gram,142.0,39.0,0
Himachal Pradesh,2010,Maize,16855.0,39493.0,0
Himachal Pradesh,2010,Moong(Green Gram),46.0,15.0,0
Himachal Pradesh,2010,Other Kharif pulses,1319.0,1373.0,0
Himachal Pradesh,2010,Peas & beans (Pulses),87.0,114.0,0
Himachal Pradesh,2010,Potato,662.0,4309.0,0
Himachal Pradesh,2010,Ragi,479.0,351.0,0
Himachal Pradesh,2010,Rice,1516.0,1822.0,0
Himachal Pradesh,2010,Small millets,588.0,316.0,0
Himachal Pradesh,2010,Urad,1069.0,224.0,0
Himachal Pradesh,2010,Barley,3130.0,3614.0,0
Himachal Pradesh,2010,Coriander,30.0,8.0,0
Himachal Pradesh,2010,Garlic,784.0,819.0,0
Himachal Pradesh,2010,Gram,77.0,52.0,0
Himachal Pradesh,2010,Masoor,101.0,66.0,0
Himachal Pradesh,2010,Onion,61.0,447.0,0
Himachal Pradesh,2010,Peas & beans (Pulses),686.0,993.0,0
Himachal Pradesh,2010,Potato,555.0,3432.0,0
Himachal Pradesh,2010,Rapeseed &Mustard,651.0,336.0,0
Himachal Pradesh,2010,Wheat,19278.0,28447.0,0
Himachal Pradesh,2010,Dry chillies,63.0,23.0,0
Himachal Pradesh,1998,Maize,35.0,77.0,0
Himachal Pradesh,1998,Potato,874.0,20123.0,0
Himachal Pradesh,1998,Small millets,178.0,73.0,0
Himachal Pradesh,1998,Barley,647.0,671.0,0
Himachal Pradesh,1998,Peas & beans (Pulses),1210.0,6694.0,0
Himachal Pradesh,1998,Rapeseed &Mustard,21.0,31.0,0
Himachal Pradesh,1998,Wheat,185.0,234.0,0
Himachal Pradesh,1999,Maize,34.0,77.0,0
Himachal Pradesh,1999,Masoor,1.0,0.0,0
Himachal Pradesh,1999,Peas & beans (Pulses),1415.0,7829.0,0
Himachal Pradesh,1999,Small millets,161.0,66.0,0
Himachal Pradesh,1999,Barley,553.0,694.0,0
Himachal Pradesh,1999,Rapeseed &Mustard,18.0,24.0,0
Himachal Pradesh,1999,Wheat,175.0,275.0,0
Himachal Pradesh,2000,Horse-gram,45.0,11.0,0
Himachal Pradesh,2000,Maize,38.0,87.0,0
Himachal Pradesh,2000,Other Kharif pulses,26.0,9.0,0
Himachal Pradesh,2000,Peas & beans (Pulses),1598.0,8842.0,0
Himachal Pradesh,2000,Small millets,149.0,61.0,0
Himachal Pradesh,2000,Barley,616.0,514.0,0
Himachal Pradesh,2000,Rapeseed &Mustard,11.0,16.0,0
Himachal Pradesh,2000,Wheat,142.0,98.0,0
Himachal Pradesh,2001,Maize,42.0,107.0,0
Himachal Pradesh,2001,Masoor,4.0,1.0,0
Himachal Pradesh,2001,Other Kharif pulses,58.0,13.0,0
Himachal Pradesh,2001,Peas & beans (Pulses),1497.0,8116.0,0
Himachal Pradesh,2001,Small millets,72.0,29.0,0
Himachal Pradesh,2001,Barley,576.0,799.0,0
Himachal Pradesh,2001,Rapeseed &Mustard,3.0,4.0,0
Himachal Pradesh,2001,Wheat,121.0,210.0,0
Himachal Pradesh,2001,Potato,813.0,11738.0,0
Himachal Pradesh,2002,Horse-gram,65.0,16.0,0
Himachal Pradesh,2002,Maize,49.0,79.0,0
Himachal Pradesh,2002,Other Kharif pulses,58.0,16.0,0
Himachal Pradesh,2002,Peas & beans (Pulses),1497.0,8117.0,0
Himachal Pradesh,2002,Small millets,51.0,21.0,0
Himachal Pradesh,2002,Barley,573.0,743.0,0
Himachal Pradesh,2002,Rapeseed &Mustard,28.0,1.0,0
Himachal Pradesh,2002,Wheat,118.0,163.0,0
Himachal Pradesh,2002,Potato,813.0,11136.0,0
Himachal Pradesh,2003,Maize,62.0,152.0,0
Himachal Pradesh,2003,Barley,473.0,547.0,0
Himachal Pradesh,2003,Wheat,107.0,146.0,0
Himachal Pradesh,2003,Potato,807.0,12745.0,0
Himachal Pradesh,2004,Maize,64.0,136.0,0
Himachal Pradesh,2004,Barley,592.0,852.0,0
Himachal Pradesh,2004,Wheat,81.0,151.0,0
Himachal Pradesh,2004,Potato,759.0,10385.0,0
Himachal Pradesh,2005,Maize,85.0,156.0,0
Himachal Pradesh,2005,Other Kharif pulses,27.0,91.0,0
Himachal Pradesh,2005,Barley,608.0,707.0,0
Himachal Pradesh,2005,Peas & beans (Pulses),1560.0,8579.0,0
Himachal Pradesh,2005,Rapeseed &Mustard,69.0,93.0,0
Himachal Pradesh,2005,Wheat,75.0,77.0,0
Himachal Pradesh,2005,Potato,759.0,13579.0,0
Himachal Pradesh,2006,Maize,46.0,107.0,0
Himachal Pradesh,2006,Other Kharif pulses,36.0,122.0,0
Himachal Pradesh,2006,Barley,599.0,842.0,0
Himachal Pradesh,2006,Peas & beans (Pulses),1567.0,8702.0,0
Himachal Pradesh,2006,Wheat,73.0,120.0,0
Himachal Pradesh,2006,Potato,755.0,22047.0,0
Himachal Pradesh,2007,Maize,34.0,77.0,0
Himachal Pradesh,2007,Peas & beans (Pulses),1535.0,8524.0,0
Himachal Pradesh,2007,Potato,819.0,15141.0,0
Himachal Pradesh,2007,Barley,554.0,658.0,0
Himachal Pradesh,2007,Wheat,63.0,206.0,0
Himachal Pradesh,2008,Maize,22.0,50.0,0
Himachal Pradesh,2008,Potato,824.0,17413.0,0
Himachal Pradesh,2008,Barley,574.0,519.0,0
Himachal Pradesh,2008,Peas & beans (Pulses),1574.0,8740.0,0
Himachal Pradesh,2008,Rapeseed &Mustard,75.0,112.0,0
Himachal Pradesh,2008,Wheat,57.0,60.0,0
Himachal Pradesh,2010,Maize,19.0,43.0,0
Himachal Pradesh,2010,Other Kharif pulses,46.0,156.0,0
Himachal Pradesh,2010,Potato,737.0,8787.0,0
Himachal Pradesh,2010,Barley,429.0,618.0,0
Himachal Pradesh,2010,Peas & beans (Pulses),1768.0,9818.0,0
Himachal Pradesh,2010,Rapeseed &Mustard,29.0,43.0,0
Himachal Pradesh,2010,Wheat,49.0,84.0,0
Himachal Pradesh,1998,Bajra,16.0,9.0,0
Himachal Pradesh,1998,Groundnut,12.0,6.0,0
Himachal Pradesh,1998,Horse-gram,477.0,471.0,0
Himachal Pradesh,1998,Maize,48633.0,135506.0,0
Himachal Pradesh,1998,Moong(Green Gram),6.0,3.0,0
Himachal Pradesh,1998,Potato,1638.0,12323.0,0
Himachal Pradesh,1998,Rice,20697.0,29448.0,0
Himachal Pradesh,1998,Sesamum,66.0,35.0,0
Himachal Pradesh,1998,Small millets,1927.0,783.0,0
Himachal Pradesh,1998,Soyabean,407.0,599.0,0
Himachal Pradesh,1998,Urad,1788.0,1189.0,0
Himachal Pradesh,1998,Barley,4171.0,2799.0,0
Himachal Pradesh,1998,Coriander,9.0,3.0,0
Himachal Pradesh,1998,Gram,35.0,32.0,0
Himachal Pradesh,1998,Linseed,341.0,36.0,0
Himachal Pradesh,1998,Masoor,185.0,61.0,0
Himachal Pradesh,1998,Potato,195.0,1467.0,0
Himachal Pradesh,1998,Rapeseed &Mustard,475.0,119.0,0
Himachal Pradesh,1998,Wheat,66773.0,67590.0,0
Himachal Pradesh,1998,Dry chillies,215.0,49.0,0
Himachal Pradesh,1998,Dry ginger,65.0,60.0,0
Himachal Pradesh,1998,Garlic,42.0,20.0,0
Himachal Pradesh,1998,Turmeric,14.0,10.0,0
Himachal Pradesh,1999,Arhar/Tur,19.0,3.0,0
Himachal Pradesh,1999,Groundnut,11.0,5.0,0
Himachal Pradesh,1999,Horse-gram,429.0,424.0,0
Himachal Pradesh,1999,Maize,47118.0,137251.0,0
Himachal Pradesh,1999,Masoor,154.0,41.0,0
Himachal Pradesh,1999,Moong(Green Gram),15.0,6.0,0
Himachal Pradesh,1999,Rice,20447.0,30646.0,0
Himachal Pradesh,1999,Sesamum,67.0,28.0,0
Himachal Pradesh,1999,Small millets,2066.0,523.0,0
Himachal Pradesh,1999,Soyabean,400.0,589.0,0
Himachal Pradesh,1999,Urad,1535.0,1312.0,0
Himachal Pradesh,1999,Barley,4290.0,6057.0,0
Himachal Pradesh,1999,Gram,33.0,30.0,0
Himachal Pradesh,1999,Linseed,328.0,35.0,0
Himachal Pradesh,1999,Rapeseed &Mustard,412.0,61.0,0
Himachal Pradesh,1999,Wheat,68477.0,110116.0,0
Himachal Pradesh,1999,Dry chillies,172.0,41.0,0
Himachal Pradesh,2000,Arhar/Tur,28.0,4.0,0
Himachal Pradesh,2000,Bajra,23.0,8.0,0
Himachal Pradesh,2000,Groundnut,6.0,0.1,0
Himachal Pradesh,2000,Horse-gram,405.0,228.0,0
Himachal Pradesh,2000,Maize,48487.0,135122.0,0
Himachal Pradesh,2000,Masoor,165.0,32.0,0
Himachal Pradesh,2000,Moong(Green Gram),7.0,2.0,0
Himachal Pradesh,2000,Other Kharif pulses,671.0,115.0,0
Himachal Pradesh,2000,Peas & beans (Pulses),156.0,129.0,0
Himachal Pradesh,2000,Rice,20083.0,31474.0,0
Himachal Pradesh,2000,Sesamum,73.0,23.0,0
Himachal Pradesh,2000,Small millets,1976.0,360.0,0
Himachal Pradesh,2000,Soyabean,398.0,390.0,0
Himachal Pradesh,2000,Urad,1707.0,1055.0,0
Himachal Pradesh,2000,Barley,3957.0,3772.0,0
Himachal Pradesh,2000,Gram,54.0,32.0,0
Himachal Pradesh,2000,Linseed,328.0,23.0,0
Himachal Pradesh,2000,Rapeseed &Mustard,420.0,63.0,0
Himachal Pradesh,2000,Wheat,65145.0,44100.0,0
Himachal Pradesh,2000,Sugarcane,1.0,0.1,0
Himachal Pradesh,2001,Arhar/Tur,1.0,1.0,0
Himachal Pradesh,2001,Bajra,11.0,4.0,0
Himachal Pradesh,2001,Cotton(lint),1.0,1.0,0
Himachal Pradesh,2001,Dry ginger,78.0,867.0,0
Himachal Pradesh,2001,Groundnut,8.0,2.0,0
Himachal Pradesh,2001,Horse-gram,285.0,169.0,0
Himachal Pradesh,2001,Maize,48758.0,151635.0,0
Himachal Pradesh,2001,Masoor,167.0,33.0,0
Himachal Pradesh,2001,Moong(Green Gram),51.0,14.0,0
Himachal Pradesh,2001,Other Kharif pulses,1142.0,224.0,0
Himachal Pradesh,2001,Rice,19762.0,33767.0,0
Himachal Pradesh,2001,Sesamum,52.0,16.0,0
Himachal Pradesh,2001,Small millets,1692.0,257.0,0
Himachal Pradesh,2001,Soyabean,446.0,474.0,0
Himachal Pradesh,2001,Urad,1511.0,1004.0,0
Himachal Pradesh,2001,Barley,4021.0,7487.0,0
Himachal Pradesh,2001,Gram,31.0,19.0,0
Himachal Pradesh,2001,Linseed,314.0,20.0,0
Himachal Pradesh,2001,Other  Rabi pulses,2.0,1.0,0
Himachal Pradesh,2001,Rapeseed &Mustard,395.0,49.0,0
Himachal Pradesh,2001,Wheat,64419.0,132072.0,0
Himachal Pradesh,2001,Coriander,3.0,6.0,0
Himachal Pradesh,2001,Dry chillies,161.0,22.0,0
Himachal Pradesh,2001,Garlic,163.0,58.0,0
Himachal Pradesh,2001,Onion,86.0,556.0,0
Himachal Pradesh,2001,Potato,2342.0,20439.0,0
Himachal Pradesh,2001,Sugarcane,1.0,4.0,0
Himachal Pradesh,2001,Turmeric,8.0,3.0,0
Himachal Pradesh,2002,Dry ginger,89.0,618.0,0
Himachal Pradesh,2002,Groundnut,1.0,0.0,0
Himachal Pradesh,2002,Horse-gram,350.0,277.0,0
Himachal Pradesh,2002,Maize,48681.0,101153.0,0
Himachal Pradesh,2002,Masoor,138.0,41.0,0
Himachal Pradesh,2002,Moong(Green Gram),7.0,3.0,0
Himachal Pradesh,2002,Other Kharif pulses,848.0,223.0,0
Himachal Pradesh,2002,Peas & beans (Pulses),330.0,307.0,0
Himachal Pradesh,2002,Rice,20942.0,22461.0,0
Himachal Pradesh,2002,Sesamum,80.0,15.0,0
Himachal Pradesh,2002,Small millets,1683.0,674.0,0
Himachal Pradesh,2002,Soyabean,485.0,793.0,0
Himachal Pradesh,2002,Urad,1567.0,1191.0,0
Himachal Pradesh,2002,Barley,3839.0,8056.0,0
Himachal Pradesh,2002,Gram,36.0,36.0,0
Himachal Pradesh,2002,Linseed,315.0,33.0,0
Himachal Pradesh,2002,Other  Rabi pulses,4.0,1.0,0
Himachal Pradesh,2002,Rapeseed &Mustard,401.0,83.0,0
Himachal Pradesh,2002,Wheat,66373.0,92975.0,0
Himachal Pradesh,2002,Coriander,27.0,9.0,0
Himachal Pradesh,2002,Dry chillies,161.0,37.0,0
Himachal Pradesh,2002,Garlic,403.0,133.0,0
Himachal Pradesh,2002,Onion,119.0,848.0,0
Himachal Pradesh,2002,Potato,2398.0,33692.0,0
Himachal Pradesh,2002,Sugarcane,1.0,1.0,0
Himachal Pradesh,2002,Turmeric,8.0,3.0,0
Himachal Pradesh,2003,Dry ginger,83.0,595.0,0
Himachal Pradesh,2003,Maize,46668.0,155524.0,0
Himachal Pradesh,2003,Rice,19783.0,28981.0,0
Himachal Pradesh,2003,Barley,4005.0,4716.0,0
Himachal Pradesh,2003,Wheat,66504.0,83528.0,0
Himachal Pradesh,2003,Potato,2439.0,32385.0,0
Himachal Pradesh,2004,Bajra,34.0,18.0,0
Himachal Pradesh,2004,Dry ginger,86.0,613.0,0
Himachal Pradesh,2004,Maize,46517.0,131179.0,0
Himachal Pradesh,2004,Rice,20092.0,25275.0,0
Himachal Pradesh,2004,Barley,3804.0,6938.0,0
Himachal Pradesh,2004,Wheat,66488.0,121403.0,0
Himachal Pradesh,2004,Potato,2453.0,35581.0,0
Himachal Pradesh,2005,Arhar/Tur,1.0,,0
Himachal Pradesh,2005,Bajra,44.0,19.0,0
Himachal Pradesh,2005,Dry chillies,122.0,22.0,0
Himachal Pradesh,2005,Dry ginger,80.0,595.0,0
Himachal Pradesh,2005,Horse-gram,315.0,223.0,0
Himachal Pradesh,2005,Maize,47095.0,114692.0,0
Himachal Pradesh,2005,Moong(Green Gram),31.0,22.0,0
Himachal Pradesh,2005,Other Kharif pulses,1135.0,805.0,0
Himachal Pradesh,2005,Ragi,1182.0,825.0,0
Himachal Pradesh,2005,Rice,20276.0,29167.0,0
Himachal Pradesh,2005,Sesamum,23.0,4.0,0
Himachal Pradesh,2005,Small millets,458.0,372.0,0
Himachal Pradesh,2005,Soyabean,436.0,606.0,0
Himachal Pradesh,2005,Turmeric,9.0,5.0,0
Himachal Pradesh,2005,Urad,1244.0,882.0,0
Himachal Pradesh,2005,Barley,3739.0,6103.0,0
Himachal Pradesh,2005,Coriander,17.0,5.0,0
Himachal Pradesh,2005,Garlic,341.0,515.0,0
Himachal Pradesh,2005,Gram,31.0,17.0,0
Himachal Pradesh,2005,Linseed,290.0,20.0,0
Himachal Pradesh,2005,Masoor,193.0,47.0,0
Himachal Pradesh,2005,Onion,103.0,602.0,0
Himachal Pradesh,2005,Rapeseed &Mustard,369.0,86.0,0
Himachal Pradesh,2005,Wheat,64289.0,63460.0,0
Himachal Pradesh,2005,Potato,2426.0,18232.0,0
Himachal Pradesh,2005,Sugarcane,1.0,1.0,0
Himachal Pradesh,2006,Bajra,61.0,34.0,0
Himachal Pradesh,2006,Dry chillies,147.0,36.0,0
Himachal Pradesh,2006,Dry ginger,118.0,78.0,0
Himachal Pradesh,2006,Horse-gram,231.0,140.0,0
Himachal Pradesh,2006,Maize,47977.0,145093.0,0
Himachal Pradesh,2006,Moong(Green Gram),6.0,3.0,0
Himachal Pradesh,2006,Moth,1.0,,0
Himachal Pradesh,2006,Other Kharif pulses,1104.0,602.0,0
Himachal Pradesh,2006,Ragi,1063.0,981.0,0
Himachal Pradesh,2006,Rice,19566.0,27068.0,0
Himachal Pradesh,2006,Sesamum,22.0,4.0,0
Himachal Pradesh,2006,Small millets,470.0,479.0,0
Himachal Pradesh,2006,Soyabean,464.0,781.0,0
Himachal Pradesh,2006,Turmeric,16.0,8.0,0
Himachal Pradesh,2006,Urad,1463.0,1440.0,0
Himachal Pradesh,2006,Barley,3904.0,5806.0,0
Himachal Pradesh,2006,Coriander,8.0,3.0,0
Himachal Pradesh,2006,Garlic,259.0,366.0,0
Himachal Pradesh,2006,Gram,30.0,30.0,0
Himachal Pradesh,2006,Linseed,303.0,63.0,0
Himachal Pradesh,2006,Masoor,169.0,59.0,0
Himachal Pradesh,2006,Onion,126.0,1282.0,0
Himachal Pradesh,2006,Other  Rabi pulses,169.0,59.0,0
Himachal Pradesh,2006,Peas & beans (Pulses),3201.0,6258.0,0
Himachal Pradesh,2006,Rapeseed &Mustard,381.0,111.0,0
Himachal Pradesh,2006,Wheat,67628.0,101834.0,0
Himachal Pradesh,2006,Potato,2499.0,20945.0,0
Himachal Pradesh,2007,Dry chillies,134.0,33.0,0
Himachal Pradesh,2007,Dry ginger,33.0,371.0,0
Himachal Pradesh,2007,Horse-gram,305.0,132.0,0
Himachal Pradesh,2007,Maize,45610.0,125909.0,0
Himachal Pradesh,2007,Masoor,93.0,32.0,0
Himachal Pradesh,2007,Moong(Green Gram),11.0,5.0,0
Himachal Pradesh,2007,Moth,1.0,,0
Himachal Pradesh,2007,Other Kharif pulses,203.0,78.0,0
Himachal Pradesh,2007,Peas & beans (Pulses),3593.0,7024.0,0
Himachal Pradesh,2007,Potato,2571.0,25457.0,0
Himachal Pradesh,2007,Rice,19469.0,25002.0,0
Himachal Pradesh,2007,Sesamum,18.0,3.0,0
Himachal Pradesh,2007,Small millets,322.0,251.0,0
Himachal Pradesh,2007,Soyabean,472.0,794.0,0
Himachal Pradesh,2007,Sugarcane,1.0,1.0,0
Himachal Pradesh,2007,Turmeric,18.0,9.0,0
Himachal Pradesh,2007,Urad,2642.0,2542.0,0
Himachal Pradesh,2007,Barley,3502.0,4694.0,0
Himachal Pradesh,2007,Coriander,10.0,3.0,0
Himachal Pradesh,2007,Garlic,590.0,833.0,0
Himachal Pradesh,2007,Gram,55.0,56.0,0
Himachal Pradesh,2007,Linseed,304.0,64.0,0
Himachal Pradesh,2007,Onion,114.0,1159.0,0
Himachal Pradesh,2007,Other  Rabi pulses,8.0,4.0,0
Himachal Pradesh,2007,Rapeseed &Mustard,376.0,109.0,0
Himachal Pradesh,2007,Wheat,66809.0,104356.0,0
Himachal Pradesh,2008,Bajra,43.0,24.0,0
Himachal Pradesh,2008,Dry chillies,193.0,48.0,0
Himachal Pradesh,2008,Groundnut,2.0,2.0,0
Himachal Pradesh,2008,Horse-gram,265.0,115.0,0
Himachal Pradesh,2008,Maize,48346.0,134051.0,0
Himachal Pradesh,2008,Moong(Green Gram),21.0,10.0,0
Himachal Pradesh,2008,Moth,1.0,,0
Himachal Pradesh,2008,Other Kharif pulses,83.0,32.0,0
Himachal Pradesh,2008,Potato,2253.0,17768.0,0
Himachal Pradesh,2008,Ragi,988.0,912.0,0
Himachal Pradesh,2008,Rice,20171.0,27410.0,0
Himachal Pradesh,2008,Sesamum,37.0,7.0,0
Himachal Pradesh,2008,Small millets,85.0,66.0,0
Himachal Pradesh,2008,Soyabean,538.0,905.0,0
Himachal Pradesh,2008,Turmeric,22.0,12.0,0
Himachal Pradesh,2008,Urad,1212.0,1166.0,0
Himachal Pradesh,2008,Barley,3247.0,2953.0,0
Himachal Pradesh,2008,Coriander,16.0,1.0,0
Himachal Pradesh,2008,Garlic,593.0,157.0,0
Himachal Pradesh,2008,Gram,37.0,7.0,0
Himachal Pradesh,2008,Linseed,209.0,11.0,0
Himachal Pradesh,2008,Masoor,188.0,13.0,0
Himachal Pradesh,2008,Onion,118.0,240.0,0
Himachal Pradesh,2008,Peas & beans (Pulses),3319.0,1038.0,0
Himachal Pradesh,2008,Potato,386.0,634.0,0
Himachal Pradesh,2008,Rapeseed &Mustard,366.0,18.0,0
Himachal Pradesh,2008,Wheat,65839.0,48364.0,0
Himachal Pradesh,2010,Bajra,43.0,19.0,0
Himachal Pradesh,2010,Ginger,110.0,825.0,0
Himachal Pradesh,2010,Groundnut,2.0,2.0,0
Himachal Pradesh,2010,Horse-gram,281.0,97.0,0
Himachal Pradesh,2010,Maize,48952.0,124752.0,0
Himachal Pradesh,2010,Moong(Green Gram),16.0,6.0,0
Himachal Pradesh,2010,Other Kharif pulses,1415.0,670.0,0
Himachal Pradesh,2010,Potato,2101.0,20768.0,0
Himachal Pradesh,2010,Ragi,974.0,719.0,0
Himachal Pradesh,2010,Rice,19481.0,30528.0,0
Himachal Pradesh,2010,Sesamum,10.0,2.0,0
Himachal Pradesh,2010,Small millets,54.0,34.0,0
Himachal Pradesh,2010,Soyabean,433.0,583.0,0
Himachal Pradesh,2010,Urad,1247.0,960.0,0
Himachal Pradesh,2010,Barley,3515.0,5793.0,0
Himachal Pradesh,2010,Coriander,13.0,3.0,0
Himachal Pradesh,2010,Garlic,375.0,402.0,0
Himachal Pradesh,2010,Gram,9.0,7.0,0
Himachal Pradesh,2010,Linseed,264.0,55.0,0
Himachal Pradesh,2010,Masoor,142.0,37.0,0
Himachal Pradesh,2010,Onion,103.0,796.0,0
Himachal Pradesh,2010,Peas & beans (Pulses),3437.0,5107.0,0
Himachal Pradesh,2010,Potato,378.0,2359.0,0
Himachal Pradesh,2010,Rapeseed &Mustard,317.0,70.0,0
Himachal Pradesh,2010,Wheat,67091.0,96765.0,0
Himachal Pradesh,2010,Dry chillies,133.0,26.0,0
Himachal Pradesh,2010,Turmeric,25.0,11.0,0
Himachal Pradesh,1998,Arhar/Tur,24.0,6.0,0
Himachal Pradesh,1998,Groundnut,15.0,7.0,0
Himachal Pradesh,1998,Horse-gram,658.0,234.0,0
Himachal Pradesh,1998,Maize,17284.0,38356.0,0
Himachal Pradesh,1998,Potato,5130.0,60390.0,0
Himachal Pradesh,1998,Rice,2898.0,3722.0,0
Himachal Pradesh,1998,Sesamum,50.0,14.0,0
Himachal Pradesh,1998,Small millets,6267.0,6368.0,0
Himachal Pradesh,1998,Soyabean,36.0,412.0,0
Himachal Pradesh,1998,Urad,2752.0,977.0,0
Himachal Pradesh,1998,Barley,5234.0,5075.0,0
Himachal Pradesh,1998,Coriander,209.0,67.0,0
Himachal Pradesh,1998,Gram,33.0,27.0,0
Himachal Pradesh,1998,Masoor,71.0,19.0,0
Himachal Pradesh,1998,Potato,817.0,9618.0,0
Himachal Pradesh,1998,Rapeseed &Mustard,1000.0,478.0,0
Himachal Pradesh,1998,Wheat,24294.0,21925.0,0
Himachal Pradesh,1998,Dry chillies,182.0,41.0,0
Himachal Pradesh,1998,Dry ginger,197.0,437.0,0
Himachal Pradesh,1998,Garlic,19.0,18.0,0
Himachal Pradesh,1998,Turmeric,2.0,1.0,0
Himachal Pradesh,1999,Arhar/Tur,102.0,23.0,0
Himachal Pradesh,1999,Groundnut,1.0,0.0,0
Himachal Pradesh,1999,Horse-gram,734.0,289.0,0
Himachal Pradesh,1999,Maize,16685.0,38442.0,0
Himachal Pradesh,1999,Masoor,117.0,35.0,0
Himachal Pradesh,1999,Moong(Green Gram),13.0,5.0,0
Himachal Pradesh,1999,Peas & beans (Pulses),2023.0,2346.0,0
Himachal Pradesh,1999,Rice,2923.0,3333.0,0
Himachal Pradesh,1999,Sesamum,105.0,29.0,0
Himachal Pradesh,1999,Small millets,6572.0,6677.0,0
Himachal Pradesh,1999,Soyabean,39.0,51.0,0
Himachal Pradesh,1999,Urad,2755.0,868.0,0
Himachal Pradesh,1999,Barley,4574.0,4422.0,0
Himachal Pradesh,1999,Gram,65.0,72.0,0
Himachal Pradesh,1999,Rapeseed &Mustard,984.0,470.0,0
Himachal Pradesh,1999,Wheat,19758.0,22496.0,0
Himachal Pradesh,1999,Dry chillies,189.0,66.0,0
Himachal Pradesh,2000,Arhar/Tur,66.0,10.0,0
Himachal Pradesh,2000,Bajra,6.0,3.0,0
Himachal Pradesh,2000,Groundnut,6.0,0.1,0
Himachal Pradesh,2000,Horse-gram,691.0,163.0,0
Himachal Pradesh,2000,Maize,16017.0,32736.0,0
Himachal Pradesh,2000,Masoor,75.0,15.0,0
Himachal Pradesh,2000,Moong(Green Gram),3.0,1.0,0
Himachal Pradesh,2000,Other Kharif pulses,1801.0,380.0,0
Himachal Pradesh,2000,Rice,2579.0,2370.0,0
Himachal Pradesh,2000,Sesamum,34.0,7.0,0
Himachal Pradesh,2000,Small millets,6422.0,4046.0,0
Himachal Pradesh,2000,Soyabean,55.0,55.0,0
Himachal Pradesh,2000,Urad,2419.0,629.0,0
Himachal Pradesh,2000,Barley,4148.0,2517.0,0
Himachal Pradesh,2000,Gram,63.0,46.0,0
Himachal Pradesh,2000,Rapeseed &Mustard,627.0,180.0,0
Himachal Pradesh,2000,Wheat,15821.0,8127.0,0
Himachal Pradesh,2001,Arhar/Tur,73.0,16.0,0
Himachal Pradesh,2001,Bajra,8.0,4.0,0
Himachal Pradesh,2001,Dry ginger,267.0,2976.0,0
Himachal Pradesh,2001,Groundnut,4.0,2.0,0
Himachal Pradesh,2001,Horse-gram,716.0,274.0,0
Himachal Pradesh,2001,Maize,15224.0,40408.0,0
Himachal Pradesh,2001,Masoor,86.0,27.0,0
Himachal Pradesh,2001,Moong(Green Gram),2.0,1.0,0
Himachal Pradesh,2001,Other Kharif pulses,1559.0,461.0,0
Himachal Pradesh,2001,Rice,2368.0,2978.0,0
Himachal Pradesh,2001,Sesamum,52.0,13.0,0
Himachal Pradesh,2001,Small millets,5705.0,5505.0,0
Himachal Pradesh,2001,Soyabean,33.0,53.0,0
Himachal Pradesh,2001,Urad,2371.0,510.0,0
Himachal Pradesh,2001,Barley,4872.0,5222.0,0
Himachal Pradesh,2001,Gram,35.0,42.0,0
Himachal Pradesh,2001,Rapeseed &Mustard,661.0,291.0,0
